compound,actual,prediction,pred errs
Methane,212.3,220.08,6.56
Methane,209.0,220.08,6.56
Methane,217.0,220.08,6.56
Methane,242.0,220.08,6.56
Methane,212.3,220.08,6.56
Methane,209.0,220.08,6.56
Methane,217.0,220.08,6.56
Methane,242.0,220.08,6.56
Ethane,273.0,291.33,10.72
Ethane,284.0,291.33,10.72
Ethane,317.0,291.33,10.72
Propane,319.0,319.51,4.24
Propane,332.0,319.51,4.24
Propane,389.0,319.51,4.24
n-Butane,383.0,383.06,4.46
n-Butane,390.0,383.06,4.46
n-Pentane,458.0,446.61,4.67
n-Pentane,446.0,446.61,4.67
n-Pentane,452.0,446.61,4.67
n-Hexane,493.0,510.15,4.86
n-Hexane,492.4,510.15,4.86
n-Heptane,540.0,573.7,5.05
n-Octane,587.0,637.25,5.24
2-Methylpropane,360.0,378.68,11.58
2-Methylpropane,377.0,378.68,11.58
"2,2-Dimethylpropane",486.0,441.86,15.07
Ethene,237.0,237.0,18.56
Propene,278.0,289.18,14.95
"1,3-Butadiene",325.0,322.4,20.76
1-Butene,389.0,352.73,15.01
2-Methyl-1-propene,365.0,365.0,25.62
Ethyne,154.0,154.0,34.94
Propyne,203.0,203.0,23.12
"1,3-Dimethylbenzene",357.2,355.8,8.06
"1,4-Dimethylbenzene",358.0,355.8,8.06
"1,4-Dimethylbenzene",350.0,355.8,8.06
"1,4-Dimethylbenzene",358.0,355.8,8.06
Ethylbenzene,405.4,390.45,6.37
Ethylbenzene,376.4,390.45,6.37
n-Propylbenzene,453.1,454.0,6.51
Cyclopropane,303.0,303.0,18.56
Cyclopentane,323.2,340.7,3.64
Cyclohexane,409.7,408.85,3.99
Methylcyclohexane,504.0,504.0,21.4
Methanol,111.8,128.11,10.65
Methanol,113.8,128.11,10.65
Methanol,112.8,128.11,10.65
Methanol,112.8,128.11,10.65
Methanol,113.8,128.11,10.65
Methanol,113.8,128.11,10.65
Methanol,133.8,128.11,10.65
Methanol,111.8,128.11,10.65
Ethanol,193.6,205.97,10.56
Ethanol,202.6,205.97,10.56
Ethanol,197.6,205.97,10.56
Ethanol,195.6,205.97,10.56
Ethanol,194.6,205.97,10.56
Ethanol,195.6,205.97,10.56
Ethanol,194.6,205.97,10.56
Ethanol,210.6,205.97,10.56
Ethanol,188.6,205.97,10.56
n-Propanol,272.4,269.52,10.65
n-Propanol,275.4,269.52,10.65
n-Propanol,270.4,269.52,10.65
n-Propanol,269.4,269.52,10.65
n-Propanol,268.4,269.52,10.65
n-Propanol,266.4,269.52,10.65
n-Propanol,264.4,269.52,10.65
n-Propanol,267.4,269.52,10.65
n-Propanol,260.4,269.52,10.65
n-Propanol,294.4,269.52,10.65
n-Propanol,267.4,269.52,10.65
n-Butanol,335.0,333.06,10.73
n-Butanol,334.0,333.06,10.73
n-Butanol,339.0,333.06,10.73
n-Butanol,346.0,333.06,10.73
n-Butanol,338.0,333.06,10.73
n-Butanol,336.0,333.06,10.73
n-Butanol,333.0,333.06,10.73
n-Butanol,332.0,333.06,10.73
n-Butanol,330.0,333.06,10.73
n-Butanol,337.0,333.06,10.73
n-Butanol,329.0,333.06,10.73
n-Butanol,369.0,333.06,10.73
n-Butanol,329.0,333.06,10.73
1-Pentanol,413.0,396.61,10.82
1-Pentanol,447.0,396.61,10.82
1-Pentanol,409.0,396.61,10.82
1-Pentanol,404.0,396.61,10.82
1-Pentanol,401.0,396.61,10.82
1-Pentanol,399.0,396.61,10.82
1-Pentanol,393.0,396.61,10.82
1-Pentanol,426.0,396.61,10.82
n-Hexanol,484.3,460.16,10.91
n-Hexanol,461.3,460.16,10.91
n-Hexanol,456.3,460.16,10.91
n-Heptanol,521.6,523.7,10.99
n-Heptanol,559.6,523.7,10.99
n-Octanol,578.9,587.25,11.08
2-Propanol,279.4,287.68,12.86
2-Propanol,272.4,287.68,12.86
2-Propanol,297.4,287.68,12.86
2-Propanol,271.4,287.68,12.86
2-Butanol,350.9,351.22,12.93
2-Butanol,335.9,351.22,12.93
2-Butanol,369.9,351.22,12.93
2-Methyl-1-propanol,326.8,328.68,15.14
2-Methyl-1-propanol,323.8,328.68,15.14
2-Methyl-1-propanol,355.8,328.68,15.14
2-Methyl-2-propanol,351.0,356.05,14.92
2-Methyl-2-propanol,349.0,356.05,14.92
2-Methyl-2-propanol,350.0,356.05,14.92
2-Methyl-2-propanol,349.0,356.05,14.92
2-Methyl-2-propanol,350.0,356.05,14.92
2-Methyl-2-propanol,350.0,356.05,14.92
2-Methyl-2-propanol,382.0,356.05,14.92
2-Methyl-2-propanol,370.0,356.05,14.92
"2,2-Dimethyl-1-propanol",369.8,391.87,17.95
"2,2-Dimethyl-1-propanol",369.8,391.87,17.95
2-Methyl-2-butanol,407.3,419.6,14.98
2-Methyl-2-butanol,429.3,419.6,14.98
3-Pentanol,404.7,414.77,13.0
2-Propen-1-ol,265.0,239.19,17.85
2-Buten-1-ol,301.8,301.8,17.03
3-Buten-1-ol,301.4,302.73,17.91
3-Pentyn-1-ol,286.7,286.7,17.01
4-Penten-1-ol,311.5,366.28,17.96
Cyclopentanol,329.0,304.27,12.64
Cyclopentanol,375.0,304.27,12.64
Cyclohexanol,368.3,372.41,12.74
Cyclohexanol,330.3,372.41,12.74
Cyclohexanol,350.3,372.41,12.74
Cyclohexanol,390.3,372.41,12.74
Cycloheptanol,432.7,440.56,12.85
Acetone,165.5,168.19,9.26
Acetone,150.5,168.19,9.26
Acetone,166.0,168.19,9.26
Acetone,165.5,168.19,9.26
2-Butanone,233.7,228.41,11.99
2-Butanone,233.7,228.41,11.99
2-Butanone,233.3,228.41,11.99
3-Pentanone,298.4,288.63,14.21
Diethyl ether,303.5,303.6,12.59
2-Methoxy-2-Methylpropane,330.0,330.0,22.33
"1,2-Dimethoxyethane",242.4,246.48,23.79
"1,2-Dimethoxyethane",258.4,246.48,23.79
1-Ethoxy-2-methoxyethane,320.7,320.08,24.61
"1,2-Diethoxyethane",407.9,393.69,25.41
"1,2-Diethoxyethane",406.9,393.69,25.41
1-Methoxy-2-propoxyethane,397.9,387.89,23.79
1-Butoxy-2-methoxypropane,464.0,464.0,28.11
"1,2-Dipropoxyethane",492.2,529.3,23.78
Anesthenyl,179.9,179.64,19.69
"1,1-Diethoxymethane",335.1,335.36,19.58
Diethylene glycol diethyl ether,479.3,492.3,32.39
Tetraglyme,546.6,542.3,42.14
Methyl Formate,176.0,161.57,13.97
Ethyl Formate,225.0,239.43,13.89
Methyl Acetate,213.0,196.97,12.16
Methyl Acetate,204.0,196.97,12.16
Methyl Acetate,215.0,196.97,12.16
Methyl Acetate,212.0,196.97,12.16
Methyl Acetate,197.0,196.97,12.16
Ethyl Acetate,270.0,274.83,12.08
Ethyl Acetate,281.0,274.83,12.08
Ethyl Acetate,259.0,274.83,12.08
Ethyl Acetate,283.0,274.83,12.08
Ethyl Acetate,260.0,274.83,12.08
Ethyl Propionate,335.0,330.79,15.68
Methyl Butyrate,319.0,320.73,14.42
Ethyl Butyrate,392.0,394.34,15.74
Ethyl Pentanoate,457.0,457.89,15.8
Ethyl Pivalate,433.0,433.0,29.27
Methyl Hexanoate,444.0,447.83,14.55
Ethyl Hexanoate,491.0,521.43,15.86
1-Propanethiol,330.0,330.0,17.85
Dimethyl Sulfide,228.0,237.99,11.92
Diethyl Sulfide,320.0,334.96,11.15
Dipropyl Sulfide,487.0,462.05,11.32
Dimethyl Disulfide,286.0,276.01,13.55
Diethyl Disulfide,363.0,372.99,12.88
Acetonitrile,137.7,144.37,8.34
Acetonitrile,137.7,144.37,8.34
Acetonitrile,157.7,144.37,8.34
Propanenitrile,211.2,209.88,19.24
Hexanenitrile,399.2,400.52,19.39
Methane,,220.08,6.56
Methane,,220.08,6.56
Ethane,,291.33,10.72
Ethane,,291.33,10.72
Propane,,319.51,4.24
Propane,,319.51,4.24
Propane,,319.51,4.24
n-Butane,,383.06,4.46
n-Butane,,383.06,4.46
n-Pentane,,446.61,4.67
n-Pentane,,446.61,4.67
n-Pentane,,446.61,4.67
n-Pentane,,446.61,4.67
n-Pentane,,446.61,4.67
n-Hexane,,510.15,4.86
n-Hexane,,510.15,4.86
n-Hexane,,510.15,4.86
n-Hexane,,510.15,4.86
n-Hexane,,510.15,4.86
n-Hexane,,510.15,4.86
n-Heptane,,573.7,5.05
n-Heptane,,573.7,5.05
n-Heptane,,573.7,5.05
n-Octane,,637.25,5.24
n-Octane,,637.25,5.24
n-Octane,,637.25,5.24
n-Nonane,,700.79,5.41
n-Nonane,,700.79,5.41
2-Methylpropane,,378.68,11.58
2-Methylpropane,,378.68,11.58
2-Methylpropane,,378.68,11.58
"2,2-Dimethylpropane",,441.86,15.07
2-Methylbutane,,442.22,11.66
"2,3-Dimethylbutane",,501.39,15.87
2-Methylpentane,,505.77,11.74
"3,3-Dimethylpentane",,568.96,15.19
"2,2,4-Trimethylpentane",,628.12,18.62
"2,2,4-Trimethylpentane",,628.12,18.62
Ethene,,237.0,18.56
Propene,,289.18,14.95
"1,3-Butadiene",,322.4,20.76
1-Butene,,352.73,15.01
2-Methyl-1-propene,,365.0,25.62
"2-Methyl-1,3-butadiene",,398.22,29.39
2-Methyl-2-butene,,427.61,25.05
Ethyne,,154.0,34.94
Propyne,,203.0,23.12
1-Butyne,,266.55,23.16
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Benzene,,281.25,5.28
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,2,3-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
Cyclopropane,,303.0,18.56
Cyclopentane,,340.7,3.64
Cyclopentane,,340.7,3.64
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Methylcyclohexane,,504.0,21.4
"1,4-Cyclohexadiene",,136.28,2.3
Cyclohexene,,272.56,3.26
"1,3,5-Cycloheptatriene",,68.14,1.63
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
1-Nonanol,,650.8,11.16
1-Nonanol,,650.8,11.16
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Butanol,,351.22,12.93
2-Butanol,,351.22,12.93
2-Butanol,,351.22,12.93
2-Butanol,,351.22,12.93
2-Butanol,,351.22,12.93
2-Methyl-1-propanol,,328.68,15.14
2-Methyl-1-propanol,,328.68,15.14
2-Methyl-1-propanol,,328.68,15.14
2-Methyl-1-propanol,,328.68,15.14
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
2-Methyl-2-propanol,,356.05,14.92
"2,2-Dimethyl-1-propanol",,391.87,17.95
"2,2-Dimethyl-1-propanol",,391.87,17.95
2-Methyl-1-butanol,,392.23,15.21
2-Methyl-1-butanol,,392.23,15.21
2-Methyl-2-butanol,,419.6,14.98
2-Methyl-2-butanol,,419.6,14.98
2-Methyl-2-butanol,,419.6,14.98
2-Methyl-2-butanol,,419.6,14.98
2-Pentanol,,414.77,13.0
2-Pentanol,,414.77,13.0
3-Methyl-1-butanol,,392.23,15.21
3-Methyl-1-butanol,,392.23,15.21
3-Pentanol,,414.77,13.0
3-Pentanol,,414.77,13.0
"2,3-Dimethyl-2-butanol",,478.76,18.45
2-Ethyl-1-butanol,,455.78,15.27
2-Hexanol,,478.32,13.07
2-Hexanol,,478.32,13.07
2-Hexanol,,478.32,13.07
2-Methyl-1-pentanol,,455.78,15.27
3-Hexanol,,478.32,13.07
3-Hexanol,,478.32,13.07
3-Methyl-3-pentanol,,483.14,15.05
3-Methyl-3-pentanol,,483.14,15.05
4-Methyl-2-pentanol,,473.93,16.88
4-Methyl-2-pentanol,,473.93,16.88
4-Methyl-2-pentanol,,473.93,16.88
3-Heptanol,,541.86,13.14
2-Heptanol,,541.86,13.14
2-Heptanol,,541.86,13.14
3-Ethyl-3-Pentanol,,546.69,15.11
4-Heptanol,,541.86,13.14
4-Heptanol,,541.86,13.14
2-Ethyl-1-Hexanol,,582.87,15.39
2-Octanol,,605.41,13.22
3-Octanol,,605.41,13.22
2-Propen-1-ol,,239.19,17.85
2-Propen-1-ol,,239.19,17.85
2-Propen-1-ol,,239.19,17.85
2-Buten-1-ol,,301.8,17.03
3-Buten-1-ol,,302.73,17.91
3-Pentyn-1-ol,,286.7,17.01
4-Penten-1-ol,,366.28,17.96
4-Penten-1-ol,,366.28,17.96
Cyclopentanol,,304.27,12.64
Cyclopentanol,,304.27,12.64
Cyclopentanol,,304.27,12.64
Cyclopentanol,,304.27,12.64
Cyclopentanol,,304.27,12.64
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cyclohexanol,,372.41,12.74
Cycloheptanol,,440.56,12.85
Cycloheptanol,,440.56,12.85
Cycloheptanol,,440.56,12.85
Cyclohexanemethanol,,454.0,23.52
Cyclooctanol,,508.7,12.95
Cyclooctanol,,508.7,12.95
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
Acetone,,168.19,9.26
2-Butanone,,228.41,11.99
2-Butanone,,228.41,11.99
2-Butanone,,228.41,11.99
2-Butanone,,228.41,11.99
2-Butanone,,228.41,11.99
2-Butanone,,228.41,11.99
2-Butanone,,228.41,11.99
2-Pentanone,,291.95,12.07
2-Pentanone,,291.95,12.07
2-Pentanone,,291.95,12.07
3-Methyl-2-butanone,,290.9,14.27
3-Methyl-2-butanone,,290.9,14.27
3-Methyl-2-butanone,,290.9,14.27
3-Pentanone,,288.63,14.21
3-Pentanone,,288.63,14.21
3-Pentanone,,288.63,14.21
2-Hexanone,,355.5,12.15
2-Hexanone,,355.5,12.15
2-Methyl-3-pentanone,,351.12,16.18
"3,3-Dimethyl-2-butanone",,326.36,28.23
"3,3-Dimethyl-2-butanone",,326.36,28.23
"3,3-Dimethyl-2-butanone",,326.36,28.23
3-Hexanone,,352.18,14.27
3-Methyl-2-pentanone,,354.45,14.33
4-Methyl-2-pentanone,,351.12,16.18
4-Methyl-2-pentanone,,351.12,16.18
4-Methyl-2-pentanone,,351.12,16.18
2-Heptanone,,419.05,12.22
2-Heptanone,,419.05,12.22
2-Heptanone,,419.05,12.22
4-Heptanone,,415.72,14.34
4-Heptanone,,415.72,14.34
"2,4-Dimethyl-3-pentanone",,413.61,17.93
"2,4-Dimethyl-3-pentanone",,413.61,17.93
"2,4-Dimethyl-3-pentanone",,413.61,17.93
"2,6-Dimethyl-4-heptanone",,534.05,20.92
2-Nonanone,,546.14,12.38
Methoxymethane,,147.87,12.76
Methoxymethane,,147.87,12.76
Methoxymethane,,147.87,12.76
Methoxymethane,,147.87,12.76
Methoxyethane,,225.73,12.67
1-Methoxypropane,,289.28,12.75
1-Methoxypropane,,289.28,12.75
2-Methoxypropane,,289.28,25.38
Diethyl ether,,303.6,12.59
Diethyl ether,,303.6,12.59
Diethyl ether,,303.6,12.59
Diethyl ether,,303.6,12.59
Diethyl ether,,303.6,12.59
Diethyl ether,,303.6,12.59
1-Methoxy-2-methylpropane,,348.45,16.69
2-Ethoxypropane,,367.14,25.34
2-Methoxy-2-Methylpropane,,330.0,22.33
2-Methoxy-2-Methylpropane,,330.0,22.33
2-Methoxy-2-Methylpropane,,330.0,22.33
2-Methoxy-2-Methylpropane,,330.0,22.33
2-Methoxy-2-Methylpropane,,330.0,22.33
2-Methoxy-2-Methylpropane,,330.0,22.33
2-Methoxy-2-Methylpropane,,330.0,22.33
1-Methoxybutane,,352.83,12.82
1-Methoxybutane,,352.83,12.82
2-Methoxybutane,,352.82,25.42
1-Methoxypentane,,416.37,12.89
Isopropyl Propyl Ether,,422.17,26.98
"2,2'-Oxybispropane",,430.68,33.55
"2,2'-Oxybispropane",,430.68,33.55
"2,2'-Oxybispropane",,430.68,33.55
"2,2'-Oxybispropane",,430.68,33.55
"1,1'-Oxybispropane",,430.69,12.74
"1,1'-Oxybispropane",,430.69,12.74
"1,1'-Oxybispropane",,430.69,12.74
1-Ethoxybutane,,426.43,14.29
1-Ethoxybutane,,426.43,14.29
1-Ethoxybutane,,426.43,14.29
2-Ethoxy-2-methylpropane,,407.86,22.29
2-Ethoxy-2-methylpropane,,407.86,22.29
2-Ethoxy-2-methylpropane,,407.86,22.29
2-Methoxy-2-methylbutane,,393.55,22.37
2-Methoxy-2-methylbutane,,393.55,22.37
2-Methoxy-2-methylbutane,,393.55,22.37
2-Methoxy-2-methylbutane,,393.55,22.37
1-Propoxybutane,,494.24,12.81
1-Methoxyhexane,,479.92,12.97
"1,2-Dimethoxyethane",,246.48,23.79
"1,2-Dimethoxyethane",,246.48,23.79
"1,2-Dimethoxyethane",,246.48,23.79
"1,2-Dimethoxyethane",,246.48,23.79
"1,2-Dimethoxyethane",,246.48,23.79
1-Ethoxy-2-methoxyethane,,320.08,24.61
"1,2-Diethoxyethane",,393.69,25.41
"1,2-Diethoxyethane",,393.69,25.41
1-Methoxy-2-propoxyethane,,387.89,23.79
1-Butoxy-2-methoxypropane,,464.0,28.11
"1,2-Dipropoxyethane",,529.3,23.78
Anesthenyl,,179.64,19.69
Anesthenyl,,179.64,19.69
"1,1-Diethoxyethane",,417.65,14.44
"1,1-Diethoxyethane",,417.65,14.44
Diglyme,,345.09,31.14
Diglyme,,345.09,31.14
Diglyme,,345.09,31.14
Diglyme,,345.09,31.14
Diethylene glycol diethyl ether,,492.3,32.39
Diethylene glycol diethyl ether,,492.3,32.39
Diethylene glycol diethyl ether,,492.3,32.39
Triglyme,,443.69,37.05
Triglyme,,443.69,37.05
Triglyme,,443.69,37.05
Diethylene glycol dibutyl ether,,755.0,31.19
Tetraglyme,,542.3,42.14
Tetraglyme,,542.3,42.14
Tetraglyme,,542.3,42.14
Tetraglyme,,542.3,42.14
Tetraglyme,,542.3,42.14
Alpha-pinene,,383.95,4.92
Gamma-Terpinene,,514.96,11.8
Limonene,,604.74,33.18
Limonene,,604.74,33.18
Terpinolene,,584.12,23.37
Methyl Formate,,161.57,13.97
Methyl Formate,,161.57,13.97
Methyl Formate,,161.57,13.97
Ethyl Formate,,239.43,13.89
Ethyl Formate,,239.43,13.89
Ethyl Formate,,239.43,13.89
Propyl Formate,,302.98,13.96
Isobutyl Formate,,362.14,17.63
Isopentyl Formate,,425.69,17.69
Pentyl Formate,,430.07,14.1
Methyl Acetate,,196.97,12.16
Methyl Acetate,,196.97,12.16
Methyl Acetate,,196.97,12.16
Methyl Acetate,,196.97,12.16
Methyl Acetate,,196.97,12.16
Methyl Acetate,,196.97,12.16
Methyl Acetate,,196.97,12.16
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Ethyl Acetate,,274.83,12.08
Isopropyl Acetate,,338.37,25.09
Isopropyl Acetate,,338.37,25.09
Propyl Acetate,,334.12,13.77
Propyl Acetate,,334.12,13.77
Propyl Acetate,,334.12,13.77
Propyl Acetate,,334.12,13.77
Propyl Acetate,,334.12,13.77
Isobutyl Acetate,,397.54,16.24
Isobutyl Acetate,,397.54,16.24
Isobutyl Acetate,,397.54,16.24
Isobutyl Acetate,,397.54,16.24
Butyl Acetate,,397.67,13.84
Butyl Acetate,,397.67,13.84
Butyl Acetate,,397.67,13.84
Butyl Acetate,,397.67,13.84
tert-Butyl Acetate,,379.09,22.0
tert-Butyl Acetate,,379.09,22.0
tert-Butyl Acetate,,379.09,22.0
tert-Butyl Acetate,,379.09,22.0
tert-Butyl Acetate,,379.09,22.0
sec-Butyl Acetate,,397.66,25.94
sec-Butyl Acetate,,397.66,25.94
n-Pentyl Acetate,,461.21,13.9
n-Pentyl Acetate,,461.21,13.9
n-Pentyl Acetate,,461.21,13.9
n-Pentyl Acetate,,461.21,13.9
n-Pentyl Acetate,,461.21,13.9
Isopentyl Acetate,,456.83,17.53
Isopentyl Acetate,,456.83,17.53
Isopentyl Acetate,,456.83,17.53
n-Hexyl Acetate,,524.76,13.97
Methyl Propionate,,257.19,14.35
Methyl Propionate,,257.19,14.35
Ethyl Propionate,,330.79,15.68
Propyl Propionate,,398.6,14.35
Isobutyl Propionate,,457.76,17.94
Butyl Propionate,,462.14,14.41
Methyl Butyrate,,320.73,14.42
Methyl Butyrate,,320.73,14.42
Methyl Butyrate,,320.73,14.42
Ethyl Butyrate,,394.34,15.74
Ethyl Butyrate,,394.34,15.74
Propyl Butyrate,,462.14,14.41
Butyl Butyrate,,525.69,14.48
Methyl Isobutyrate,,319.68,16.3
Methyl Isobutyrate,,319.68,16.3
Ethyl Isobutyrate,,397.54,16.24
Isobutyl Isobutyrate,,520.25,19.54
Methyl Pentanoate,,384.28,14.48
Methyl Pentanoate,,384.28,14.48
Ethyl Pentanoate,,457.89,15.8
Ethyl Isopentanoate,,453.51,19.07
Methyl Pivalate,,355.14,29.31
Methyl Pivalate,,355.14,29.31
Ethyl Pivalate,,433.0,29.27
Ethyl Pivalate,,433.0,29.27
Methyl Hexanoate,,447.83,14.55
Ethyl Hexanoate,,521.43,15.86
Ethyl 2-Methylbutanoate,,461.09,16.3
Methanethiol,,217.97,18.05
Methanethiol,,217.97,18.05
Methanethiol,,217.97,18.05
Methanethiol,,217.97,18.05
Ethanethiol,,266.45,17.8
Ethanethiol,,266.45,17.8
1-Propanethiol,,330.0,17.85
1-Propanethiol,,330.0,17.85
1-Butanethiol,,393.55,17.91
1-Butanethiol,,393.55,17.91
Dimethyl Sulfide,,237.99,11.92
Dimethyl Sulfide,,237.99,11.92
Dimethyl Sulfide,,237.99,11.92
Dimethyl Sulfide,,237.99,11.92
Diethyl Sulfide,,334.96,11.15
Dipropyl Sulfide,,462.05,11.32
Carbon Disulfide,,0.0,0.0
Carbon Disulfide,,0.0,0.0
Carbon Disulfide,,0.0,0.0
Dimethyl Disulfide,,276.01,13.55
